uniqueEventID,NPE_ratio
3173,14.59398776516276
58464,8.656578321007851
239691,24.67466223091284
262301,19.526415462166153
277742,33.94770687298413
303024,114.99140969553127
337832,7.1085455687115875
376530,22.346750669601708
389025,12.343556538422614
431088,7.326299930713291
497948,3.169984663437813
531616,13.170117912723608
581960,7.216740501252514
627511,3.7754631392760722
752912,85.8104947117833
762453,21.4633911695132
875822,1.2630690535705138
911264,10.320700914341883
981597,23.73644262745468
1000014685,28.39170324707815
1000186814,8.395704675552585
1000240847,14.30054993497226
1000291476,15.585305105853053
1000345797,48.736188399057035
1000394132,15.282691972176078
1000434737,20.499059916988895
1000450075,12.489380744991122
1000468891,10.910550450308452
1000561379,7.4212414014615895
1000628506,9.894336556703536
1000658909,5.2456706087354945
1000870794,7.0994035728308935
1000871825,58.42262872289849
1000905396,43.120593676503184
2000021290,4.469777066898003
2000165030,4.702205410950121
2000191827,7.280552120093001
2000206629,10.416884515807974
2000222359,4.56531269336862
2000231495,3.6168247280170664
2000262047,25.72276692037171
2000347618,15.781383820165797
2000378254,14.435784585799048
2000470434,14.141242915937696
2000485226,15.264506740360764
2000537910,6.079352966026629
2000552532,3.4646454994841327
2000591681,3.42728410654916
2000608541,3.3352017521066357
2000609307,47.6576549117676
2000616178,62.3720631723113
2000631736,201.23671879190377
2000636966,13.843102425868713
2000649898,3.069513105120803
2000668846,2.999915211124326
2000680069,7.985729535563472
2000685797,3.6654025880661396
2000720325,4.054919127195577
2000753151,2.5886746025750473
2000762721,1.5877539275019559
2000782955,12.679713165424399
2000847372,45.74892417534837
2000922496,3.3639234014020563
2000922549,6.504542735747876
2000991593,5.775792486058116
3000052680,2.420514418062869
3000056099,12.91166338196776
3000076113,3.943815437483848
3000099481,3.9926043145896792
3000110767,5.745727616277498
3000195148,3.8488582546529804
3000264176,15.50985829731751
3000283487,6.602492933425263
3000285651,3.5277645201556553
3000293296,3.582566064518638
3000303576,8.04885480907416
3000324020,6.503671213362817
3000353604,3.1989611340249584
3000356123,3.0455697834307323
3000388041,17.870044409591106
3000389150,4.800634563805526
3000431856,7.000442759156309
3000438718,51.331513843838266
3000489511,37.23025734432192
3000495358,9.312291308259582
3000500648,3.3106305864750873
3000516352,5.8208253334573845
3000522300,9.846117254254326
3000530614,7.051514945842034
3000587635,1.5923568549047884
3000594023,2.274791554756288
3000607859,22.56355457368801
3000612886,2.1626121755306627
3000670434,7.720546566251584
3000791071,8.235440314096595
3000823685,45.11190479557351
3000833977,52.8406876629664
4000014760,6.606073945954957
4000126569,2.9978945208691576
4000138622,28.177074102518656
4000151349,11.419759287910146
4000242040,38.05002488800398
4000294891,8.872783923958274
4000341421,10.886661960831393
4000342268,8.21284598812135
4000386465,7.024109372376325
4000441378,2.3264666442620276
4000494772,12.52823935098736
4000547220,9.714495640732407
4000551091,15.317868961652728
4000569431,2.845015069595473
4000571274,10.369361960900843
4000669238,23.544576411667194
4000675084,3.2729673776230874
4000746517,4.856969305147542
4000823145,5.415139999805623
4000842948,2.300746685964292
4000897305,9.682345925194282
4000982425,17.515994169990794
5000036888,4.700320026162723
5000128783,4.810728124898039
5000172023,7.37039802155773
5000188610,2.6665477859823676
5000334228,4.219530156371284
5000356693,3.1806098991638807
5000381631,2.0106701094540496
5000417765,4.510906417377127
5000423328,1.5444848463136778
5000430236,17.000571915967797
5000448164,69.56976709027832
5000469840,11.116575105240692
5000481516,10.293916949245599
5000481592,8.735645852046837
5000500753,2.7532689695016543
5000522581,6.399926150684814
5000562909,12.310625204388026
5000644272,1.7447058484337383
5000691252,4.700915654280312
5000702451,8.457120109190173
5000735629,43.721313313382375
5000777677,2.335873367331325
5000788802,12.05168443566689
5000804304,13.05622980380626
5000825714,17.859512347243065
5000902542,7.335141946855232
5000909325,9.574088439379336
5000947451,3.1459378353150456
6000093463,5.655906020778101
6000107806,9.391781739583251
6000172772,11.984012456600466
6000240093,9.60286538081012
6000263873,4.239576174827883
6000264916,2.7201295854240755
6000325148,25.430195487554887
6000365356,2.111469428636654
6000422779,23.795564692376786
6000445734,3.509732630604751
6000481405,36.185132344539454
6000501254,15.569271268742993
6000505038,5.976592999001713
6000520371,8.34389221443813
6000520931,2.980232072467173
6000531517,4.256782016705868
6000561376,11.515465226646096
6000619689,4.026253765033431
6000636938,6.954993346626221
6000675469,11.109973425042911
6000745418,46.3231171960062
6000825356,8.572552364007969
6000961685,1.3710891957514626
6000983961,12.933439409936502
7000231550,62.86461352981592
7000275293,5.07549464886552
7000381440,4.290777629604935
7000426193,1.8886094553022905
7000457806,12.258620996283057
7000678625,2.0649205008434826
7000722060,1.7142990330571843
7000773808,2.854671637362779
7000834997,6.324173680814991
7000878953,9.726347080485883
7000964576,3.08900065150175
8000071301,2.0416170596442234
8000108673,17.691662780400645
8000189473,2.14510964332893
8000195028,3.0878118806891246
8000279769,3.576908240702837
8000374106,17.142069689113264
8000395468,2.452444555638054
8000410026,23.962703671292246
8000411728,28.654711200777104
8000441620,6.886007424211177
8000490066,3.4842144156434687
8000490557,2.882429458891036
8000606649,7.816175213170185
8000730125,23.96789551062545
8000739779,124.3252998667259
8000836522,13.32881982406463
8000887089,17.83955778143948
8000904656,43.48591602648605
8000911616,4.590235885631784
8000913452,1.9252703782766707
8000951088,37.612564702545555
8000973205,12.90499817178446
9000015253,11.331932415163994
9000075938,5.227712326358361
9000114924,10.554800250993514
9000134639,2.6536658044112134
9000135315,5.0873587425083775
9000193190,3.5436033870564585
9000215805,44.50394035885004
9000234645,2.322923807347597
9000289334,4.430980503771169
9000447711,5.925374545517057
9000475236,9.699729135027097
9000600577,3.07207615593835
9000663331,11.252925320946678
9000714861,2.7926111899770825
9000720075,4.290187227146027
9000760759,21.35019701340949
9000812038,21.093780848963473
9000826148,2.0823080895531456
9000873817,11.03620808188832
9000901099,10.835784299942077
10000034463,3.8828675984651957
10000112660,3.7233171691512523
10000143477,5.191992743581344
10000349511,1.974905552005048
10000380085,3.6730531139266933
10000422904,19.82833452095608
10000485085,5.930261130148419
10000564065,38.60873352354034
10000597645,5.674854746132812
10000616769,3.2091610836681466
10000728183,32.84676914516241
10000742597,2.7699909678169057
10000768225,36.51711055181999
10000826367,4.301500618811882
10000884279,1.7081603563196524
10000966105,15.122946692891714
11000081841,2.143381468481861
11000091574,6.378258804369953
11000131215,22.695398019625927
11000147672,5.991283787224338
11000158982,2.62466160609491
11000246315,8.019373539036934
11000339488,2.4386000011432296
11000454621,9.441995634549423
11000481162,10.202496252738385
11000546820,17.562424407540878
11000575913,31.258618312189736
11000680721,11.334370496087033
11000727885,2.8152808129261597
11000799830,4.819270132498952
11000826539,1.6384693149381542
11000884209,5.823271370627565
11000906429,7.261601951991226
11000909749,6.914415234488786
11000914760,54.74050324290035
11000929044,39.391141386798346
12000019286,11.709947411816058
12000042855,5.550398185784668
12000134754,2.454751647015491
12000148706,3.9674474570141984
12000205382,34.97330880451075
12000216918,9.9374153926112
12000280375,16.827291139240504
12000356749,7.940259192631109
12000398478,35.83894233083937
12000430586,10.084620889992843
12000435333,4.249617624263541
12000468978,19.11622410212925
12000475030,17.885749436887455
12000493965,4.718212137496369
12000503788,4.112885488142997
12000505554,6.369632375430427
12000563345,2.5653629299946705
12000611263,9.603837236879679
12000626362,5.9089538574553355
12000628005,4.7476635947586585
