uniqueEventID,delta_t_max
3000500648,24.63296666666667
3000516352,-30.236400000000003
3000522300,-14.776666666666667
3000530614,-22.941000000000003
3000587635,3693669.8887333334
3000594023,-15.603533333333335
3000607859,-16.11723333333334
3000612886,-10.26536666666667
3000670434,-11.809333333333335
3000791071,15.111566666666663
3000823685,-34.027
3000833977,14.582533333333334
4000014760,-9.463433333333334
4000126569,-11.467333333333332
4000138622,-11.388433333333335
4000151349,-9.672500000000003
4000242040,-2.8146666666666675
4000294891,5.041833333333333
4000341421,-10.186733333333333
4000342268,-20.706000000000003
4000386465,15.040533333333329
4000441378,15.135766666666669
4000494772,-34.154366666666675
4000547220,-11.090500000000002
4000551091,13.078266666666662
4000569431,-12.237633333333331
4000571274,-27.6665
4000669238,-26.7623
4000675084,110867.36853333333
4000746517,12.230966666666664
4000823145,4.925200000000004
4000842948,10.052066666666663
4000897305,-7.6062666666666665
4000982425,3.379133333333332
5000036888,21.797333333333334
5000128783,-17.069233333333333
5000172023,14.154466666666668
5000188610,-14.57406666666667
5000334228,9.925666666666666
5000356693,17.629233333333335
5000381631,-28.7179
5000417765,-13.3519
5000423328,5.948166666666667
5000430236,6.227700000000002
5000448164,-13.017733333333336
5000469840,-12.992733333333334
5000481516,-26.5821
5000481592,-9.709433333333333
5000500753,-16.1145
5000522581,-25.703100000000003
5000562909,15.376166666666663
5000644272,7.822566666666667
5000691252,-30.2973
5000702451,-23.300000000046566
5000735629,6.724366666666661
5000777677,-6.511433333333336
5000788802,-18.223633333333336
5000804304,-15.553466666666669
5000825714,23.741633333333336
5000902542,-14.363733333333332
5000909325,-28.6349
5000947451,-10.673299999999998
6000093463,-20.598066666666668
6000107806,12.12813333333333
6000172772,15.107733333333332
6000240093,-1.1611000000000047
6000263873,15.562366666666666
6000264916,-22.9715
6000325148,-7.950466666666667
6000365356,16.728900000000003
6000422779,-36.818933333333334
6000445734,-16.4583
6000481405,-23.982399999999995
6000501254,-7.6968666666666685
6000505038,-261013.34353333333
6000520371,-9.018233333333335
6000520931,16.868166666666667
6000531517,-16.25146666666667
6000561376,-24.474810000000005
6000619689,-36.1502
6000636938,-24.152633333333338
6000675469,-20.449233333333336
6000745418,-17.918000000000003
6000825356,26.082066666666663
6000961685,-15.998366666666662
6000983961,-17.180699999999998
7000231550,-29.59845
7000275293,-14.811833333333333
7000381440,-13.625333333333334
7000426193,-24.1601
7000457806,-27.135499999999997
7000678625,-13.993833333333335
7000722060,-13.015433333333334
7000773808,-14.515533333333334
7000834997,-11.507033333333332
7000878953,-7.527833333333337
7000964576,18.25006666666667
8000071301,-57.54426666666666
8000108673,3.130433333333336
8000189473,17.491466666666668
8000195028,-10.391966666666669
8000279769,-26.93156666666667
8000374106,-4.466600000000003
8000395468,-39.179100000000005
8000410026,-19.65003333333333
8000411728,-17.459666666666664
8000441620,-46.875099999999996
8000490066,-8.533933333333334
8000490557,10.365333333333336
8000606649,-6.9918666666666685
8000730125,-20.304866666666666
8000739779,21.965133333333334
8000836522,-10.846400000000003
8000887089,-18.6641
8000904656,18.214733333333342
8000911616,9.280333333333335
8000913452,-11.569400000000002
8000951088,-21.144666666666662
8000973205,-25.317999999999998
9000015253,-47.52093333333333
9000075938,-41.5314
9000114924,-17.609166666666667
9000134639,8.192466666666666
9000135315,-20.53666666666667
9000193190,22.96516666666667
9000215805,-8.4113
9000234645,8.214166666666667
9000289334,-17.178233333333335
9000447711,-23.229000000000003
9000475236,-24.3987
9000600577,-12.766000000000002
9000663331,-39.482150000000004
9000714861,-9.532733333333333
9000720075,25.01233333333333
9000760759,-6.251566666666669
9000812038,-24.029000000000003
9000826148,-8.826033333333335
9000873817,-28.532999999999998
9000901099,-21.452600000000004
10000034463,-21.21987
10000112660,42.42713333333333
10000143477,-25.4945
10000349511,-25.452400000000004
10000380085,-12.780566666666662
10000422904,-45.0044
10000485085,-23.65863333333333
10000564065,30.02393333333333
10000597645,-27.1635
10000616769,-18.072700000000005
10000728183,2.8610666666666624
10000742597,-22.761300000000002
10000768225,-28.052333333333337
10000826367,4.291733333333337
10000884279,-17.2546
10000966105,12.33513333333333
11000081841,23.118766666666666
11000091574,-15.935333333333332
11000131215,8.642166666666668
11000147672,-6.564266666666665
11000158982,-14.751099999999997
11000246315,-26.209466666666664
11000339488,16.327133333333336
11000454621,9.895833333333332
11000481162,-26.680833333333332
11000546820,-24.332633333333334
11000575913,-24.10452
11000680721,-29.037699999999997
11000727885,-24.2767
11000799830,-26.63937
11000826539,-8.864933333333333
11000884209,-42.6964
11000906429,-17.400266666666667
11000909749,6.0603333333333325
11000914760,-22.947133333333333
11000929044,12.205066666666664
12000019286,19.943533333333335
12000042855,19.050533333333334
12000134754,-15.731133333333332
12000148706,-6.829766666666664
12000205382,-12.986866666666664
12000216918,-31.535330000000002
12000280375,-15.330033333333336
12000356749,-6.697533333333336
12000398478,37.37813333333334
12000430586,-12.329933333333337
12000435333,-30.506933333333336
12000468978,-16.79223333333334
12000475030,-38.13650000000001
12000493965,-3.8977666666666675
12000503788,-23.81086666666667
12000505554,-17.333966666666672
12000563345,-23.916533333333334
12000611263,-18.486600000000003
12000626362,-22.3412
12000628005,-20.3836
12000633366,17.263333333333335
12000650264,-30.615299999999998
12000685080,-22.349433333333337
12000685815,21.917433333333335
12000703867,11.44426666666667
12000704751,-25.90166666666667
12000721239,-15.893766666666668
12000742524,-14.238699999999998
12000743413,8.381866666666665
12000794338,-10.757066666666667
12000843731,5.4288000000000025
12000951841,-13.323166666666669
13000011627,2.1834666666666642
13000022665,-38.5724
13000053003,-32.006600000000006
13000113237,-29.69896666666667
13000134631,-24.362933333333334
13000178591,10.79266666666667
13000192997,-31.6639
13000305433,18.770633333333336
13000419812,8.235866666666666
13000460955,1.0130333333333361
13000529648,-9.211866666666667
13000598551,-20.830399999999997
13000610852,-29.9664
13000646946,-19.741033333333334
13000654496,14.893233333333331
13000680705,-27.9802
13000720114,-24.341299999999997
13000740515,-16.343566666666668
13000772260,-40.305933333333336
13000781946,-14.599233333333334
13000796972,6.670633333333328
14000015564,-25.736690000000003
14000031247,12.857833333333334
14000053165,-6.928666666666668
14000153892,-12.061900000000001
14000180427,-30.94876666666667
14000202220,-4.174933333333335
14000248177,-10.121533333333332
14000280028,-28.756700000000002
14000313791,-19.98296666666667
14000502558,-5.915200000000002
14000523754,-15.360800000000001
14000577486,6.064966666666667
14000607814,-37.018366666666665
14000647085,-9.721333333333334
14000659642,-23.832200000000004
14000690983,-21.497833333333332
14000835226,-11.920333333333335
14000867833,8.29843333333333
14000912711,-21.233200000000004
14000926121,-27.0222
15000026468,-26.2041
15000060055,88542.01136666666
15000061682,18.567333333333334
15000070605,-14.696233333333332
15000098673,-20.4019
15000127888,-25.521900000000002
15000161202,-59.25576666666667
15000207459,-11.730033333333335
15000263622,-7.392466666666667
15000408183,-24.0795
15000494162,-18.402500000000003
15000527681,1.778133333333333
15000530722,-15.408100000000001
15000549752,17.102233333333338
15000567811,-55.713833333333326
15000721609,16.333333333333332
15000760148,-27.382933333333334
15000855103,12.48530000000001
15000880548,-16.014433333333336
15000885782,-23.907799999999998
15000904404,9.636333333333335
15000991629,-15.629999999999999
16000024282,-22.394200000000005
16000093081,-7.1463333333333345
16000117096,-22.9766
16000138814,1.807666666666659
16000141127,3.004266666666666
16000183856,-25.020450000000004
16000209154,-48.218473333333336
16000286865,-19.643333333333334
16000354451,-16.27466666666667
16000449020,-17.034233333333336
16000470187,31.816733333333328
16000495722,-4.003166666666669
16000535590,13.231233333333334
16000565101,-25.531933333333335
16000590753,-27.547100000000004
16000594000,-19.704900000000002
16000609192,21.719266666666663
16000667356,-18.7413
16000758053,-18.618
16000760928,-31.760600000000004
16000792894,6.895733333333336
16000919667,-10.780100000000001
16000952698,9.099533333333333
17000004474,386447999926.1923
17000059595,-43.60713333333334
17000066691,25.37326666666666
17000071647,-17.3997
17000073642,23.460033333333335
17000109630,-27.350600000000004
17000136848,-32.4261
17000149669,-16.224600000000002
17000165034,-23.645633333333336
17000259879,-26.688533333333332
17000351567,-40.205799999999996
17000426749,-5.9324666666666666
17000440684,-21.98816666666667
17000567856,-10.479466666666667
17000587513,14.92383333333333
17000651372,-16.95076666666667
17000679174,-6.043566666666667
17000709582,-11.6783
17000714729,4.9525333333333315
17000760067,-20.749200000000002
17000834297,-15.04036666666667
17000896480,-23.177866666666667
17000954702,28.628833333333333
17000974667,-24.516333333333332
17000975839,3.570066666666669
18000012461,-30.72946666666667
18000027522,-11.930000000000003
18000050448,7.171066666666663
18000091433,-12.264833333333335
18000109217,-16.0932
18000168890,-19.507166666666667
18000228649,-21.099633333333333
18000249721,-15.399433333333334
18000307250,-13.038633333333337
18000328194,-18.046100000000003
18000494883,-15.2576
18000499770,24.174433333333333
18000533604,24.015633333333334
18000541439,-23.825533333333336
18000545011,-19.128533333333337
18000559202,5.5315666666666665
18000613569,-31.945733333333337
18000638242,-11.432933333333335
18000661055,-5.437433333333338
18000709445,-5.429466666666663
18000726975,-29.468533333333337
18000737875,-16.1171
18000792864,-13.424900000000001
18000815589,13.282533333333332
18000840688,-45.3279
18000875278,-11.928
18000878547,-12.721266666666668
18000898360,-2.935733333333335
18000907796,4.368200000000002
18000940198,4.810999999999993
18000948216,-37.29011
18000952263,-13.953733333333336
19000097098,-19.642933333333332
19000125782,-9.247699999999998
19000130102,-19.167300000000004
19000255078,-11.131900000000002
19000278029,-37.7815
19000290344,27.352833333333333
19000344076,-21.741800000000005
19000374290,-52.478530000000006
19000407466,1.7098333333333322
19000448637,-8.357066666666666
19000477458,-11.148333333333333
19000505602,24.990633333333335
19000512909,6.01326666666667
19000535542,2.660966666666674
19000539078,8.5079
19000544641,23.838733333333334
19000613021,28.325533333333336
19000697413,12.749033333333333
19000706089,-25.38533333333333
19000775242,-24.311700000000002
19000775502,-16.3091
19000782005,12.176433333333335
19000799550,-19.0771
19000842620,-31.000500000000002
19000845078,-21.5239
19000928808,-12.659599999999998
19000962610,11.364366666666669
20000038235,-20.145533333333336
20000060800,14.86683333333333
20000133193,-6.915666666666668
20000136364,11.135366666666664
20000174378,-6.071666666666667
20000182441,-17.4818
20000195532,-29.605066666666666
20000211395,-32.062066666666674
20000252628,-6.50256666666667
20000272676,-15.222033333333336
20000280045,-16.486633333333334
20000366129,-8.639833333333335
20000393154,-15.737233333333336
20000452857,-14.135066666666674
20000472893,-10.480533333333334
20000512918,7.576766666666664
20000560178,-35.55133333333334
20000592420,-12.521800000000002
20000602164,-32.596833333333336
20000648518,26.885099999999998
20000676333,-8.528333333333336
20000694978,3.8675666666666615
20000731143,14.873399999999997
20000803540,6.102266666666663
20000920495,-22.346899999999998
20000975355,13.67146666666666
20000990065,-13.266933333333334
21000053139,9.605233333333334
21000101139,-11.029133333333334
21000151662,-17.3975
21000171694,340879.358
21000196078,-19.990099999999995
21000197801,-21.864900000000002
21000279413,-11.968333333333334
21000314093,-16.3656
21000330980,-9.109133333333332
21000350423,-19.9116
21000413340,-10.504233333333335
21000494010,-25.108
21000643198,-26.89896666666667
21000745531,-7.2495666666666665
21000749087,-14.467233333333333
21000754306,22.10853333333333
21000787697,-6.916366666666667
21000789312,-35.9319
21000879652,-41.054766666666666
21000890674,-24.2492
21000945178,-14.660533333333333
21000948764,5.246799999999999
21000953798,-2.2915333333333336
21000968433,-30.5528
21000972568,-5.941933333333335
21000994708,-51.66713333333333
21000998672,-9.464100000000002
22000074067,2.7937666666666665
22000175901,11.297433333333336
22000236226,11.752233333333333
22000252277,-12.817200000000003
22000253560,-15.285899999999994
22000258715,-24.621433333333336
22000275609,-26.3287
22000290567,16.678633333333334
22000300813,-7.939933333333332
22000364458,16.054200000000005
22000401464,-19.58746666666666
22000430965,35.90926666666667
22000515955,-35.844
22000540425,-17.494633333333336
22000588754,-31.5326
22000636943,-5.893699999999999
22000733825,-10.831533333333336
22000768590,-23.69136666666667
22000768810,22.947933333333335
22000899705,-17.0364
22000903783,-13.405733333333337
22000956137,8.969600000000003
23000039464,-22.5398
23000040397,3.621266666666667
23000069558,-22.955
23000148289,11.720233333333336
23000158143,-20.599933333333333
23000184151,-23.555999999999997
23000328996,-24.66584
23000367726,-19.838233333333335
23000373763,17.82026666666666
23000512855,-39.42481
23000523018,11.305533333333326
23000564198,-29.125933333333336
23000589370,-25.473933333333335
23000711474,-7.4850666666666665
23000810808,-14.777533333333334
23000828934,-45.7167
23000883270,-10.669633333333337
23000925287,-10.503833333333333
23000958866,-12.909299999999998
24000183435,-7.688633333333335
24000188050,11.359566666666668
24000267995,-6.299499999999998
24000292872,-6.728666666666673
24000294275,-5.251433333333335
24000303385,-11.898433333333333
24000303862,-36.6878
24000309322,-17.7991
24000324064,-19.169533333333337
24000338411,9.423966666666665
24000424931,-41.105900000000005
24000451306,-3.079033333333328
24000525636,-13.121033333333333
24000532864,5.5615999999999985
24000533239,-18.5686
24000590683,-13.854433333333333
24000627325,-19.120166666666666
24000635262,-17.448033333333335
24000723461,2.084299999999999
24000787896,19.034933333333335
24000837971,-13.07306666666667
24000873106,-29.523533333333337
25000022193,-30.980933333333333
25000049450,-16.6478
25000121358,-15.042433333333335
25000182536,-28.289333333333335
25000238353,-25.09618
25000358154,-86411.82103333333
25000409788,10.834066666666667
25000421567,-14.399433333333334
25000453324,-26.6282
25000522096,-26.4957
25000549658,-29.788
25000576424,-11.1522
25000669457,-15.280166666666666
25000694352,17.971066666666673
25000754833,-18.453233333333337
25000773939,-6.469899999999999
25000792152,-29.911966666666668
25000814895,-14.480900000000002
25000917607,20.015733333333333
25000985605,9.935233333333331
26000007455,17.85396666666667
26000030487,-23.194933333333335
26000050608,11.746533333333334
26000127164,-18.606066666666667
26000171144,7.382266666666666
26000237115,-30.1014
26000362684,-15.454033333333335
26000429429,-27.93883333333334
26000488487,20.519133333333333
26000491855,-10.5684
26000492617,-31.667399999999997
26000592692,-22.9896
26000607654,-52.2963
26000614149,-40.65703333333333
26000668416,-15.546833333333336
26000668750,-18.06686666666667
26000790798,-28.690833333333334
26000917029,10.130599999999994
26000937839,-20.849333333333337
27000032504,-15.985266666666671
27000083299,-15.873466666666667
27000110151,-31.17963333333334
27000169368,14.425533333333334
27000188285,10.05416666666667
27000268520,-16.9684
27000320610,-14.237399999999997
27000431395,-22.59883333333333
27000448451,-16.4084
27000538044,-13.694666666666667
27000584489,-16.088133333333335
27000639078,-10.443166666666666
27000647738,4.86183333333333
27000681560,-33.28523333333334
27000756594,-16.056533333333334
27000757067,4.773199999999999
27000792915,-22.737766666666666
27000798288,26.13523333333334
27000820172,-20.265466666666665
27000867884,-36.55263333333333
27000869606,-15.043933333333335
27000884043,-11.88866666666667
27000900460,-6.932166666666671
27000973159,-9.672900000000002
27000991101,-14.573133333333335
28000095103,-11.280533333333334
28000167614,-24.385566666666666
28000217286,6.4128666666666625
28000287219,-10.141066666666667
28000292375,-34.08513333333333
28000302386,-28.0041
28000328794,-22.561300000000003
28000356271,-26.646500000000007
28000365981,27.080433333333332
28000404079,-37.052636666666665
28000412142,-29.195233333333334
28000493391,-27.668166666666668
28000499546,-14.544700000000002
28000509616,-15.328666666666667
28000516407,-35.945433333333334
28000612520,-8.355733333333333
28000616620,-24.896366666666673
28000622656,-28.257033333333332
28000628036,-25.550560000000004
28000654189,-21.924733333333336
28000686785,13.745966666666664
28000741525,-29.962566666666667
28000843066,4.734399999999997
28000993920,-19.089100000000002
29000022347,11.913266666666667
29000052805,-14.700933333333335
29000115771,-23.5902
29000148838,-17.08956666666667
29000251745,-23.995900000000002
29000288474,13.810666666666664
29000290620,-17.328133333333334
29000298640,-35.5252
29000299179,-15.582699999999999
29000304911,24.68043333333333
29000318535,6.46833333333333
29000332417,-24.853066666666667
29000335070,-38.2447
29000336831,-17.919866666666664
29000373801,-40.86123333333333
29000399067,8.590233333333337
29000429633,-19.885433333333335
29000568483,-11.925933333333337
29000578385,-23.16076666666667
29000597665,-39.16793333333334
29000628568,-9.706699999999998
29000651455,-23.425533333333334
29000652147,-8.828366666666668
29000730274,-15.31046666666667
29000764166,-20.738033333333334
29000783706,-6.986466666666665
29000825616,-18.750533333333337
29000833486,-14.228633333333335
29000963438,-25.200000000000045
30000030496,-15.329433333333338
30000155845,-9.020466666666664
30000188121,-36.2192
30000204701,0.9267333333333312
30000349709,20.80623333333334
30000366087,-23.66283333333334
30000405661,-9.8019
30000534467,-14.640533333333334
30000560265,-26.355433333333337
30000587592,-19.41656666666667
30000598186,-35.89386666666667
30000607956,15.425466666666672
30000620515,14.607166666666666
30000636146,2.7318333333333307
30000648178,9.241699999999994
30000798817,-19.95696666666667
30000849926,-51.009800000000006
30000865847,-20.378833333333333
30000879668,-29.9465
30000925232,-8.401166666666672
30000992177,-33.00826666666667
31000065542,-15.434733333333334
31000074945,-17.105133333333335
31000081197,-7.389466666666669
31000138038,31.097466666666673
31000186778,-8.241966666666666
31000210792,-45.65956666666667
31000341021,-10.112299999999998
31000457851,8.976700000000001
31000459635,-20.546933333333335
31000481506,6.9073999999999955
31000494569,-18.116500000000002
31000552488,13.399366666666658
31000610913,14.477799999999995
31000681982,8.211233333333332
31000747280,-27.0185
31000755460,15.476833333333335
31000766047,-49.582833333333326
31000778879,-5.585933333333337
31000808567,-40.002300000000005
31000926620,-19.141133333333336
31000985529,-22.2569
32000154983,-14.324966666666668
32000166589,-8.820166666666665
32000190612,-21.842633333333335
32000331265,-17.44516666666667
32000343065,17.269933333333334
32000359632,-18.5662
32000360958,2.707166666666666
32000380159,-15.647533333333335
32000392422,25.681799999999996
32000449099,-14.655100000000001
32000488542,-16.210433333333334
32000521526,-8.634
32000544949,-16.962133333333334
32000546971,-22.0835
32000555852,-24.504100000000005
32000600574,-7.520766666666663
32000622269,22.031133333333333
32000667765,-3.036200000000001
32000675742,-23.95283333333333
32000701360,14.75613333333333
32000717762,-7.588366666666666
32000751161,6.007533333333331
32000772906,-18.2605
32000794064,-13.781300000000002
32000879161,-30.973399999999998
32000914529,-22.095400000000005
32000920825,-8.066266666666671
33000023927,-20.822333333333333
33000028043,-25.909200000000002
33000221914,-9.258333333333336
33000324998,6.432566666666666
33000342554,-12.614833333333333
33000352206,-19.894133333333336
33000393940,-30.123
33000400210,-23.729499999999998
33000529559,8.56453333333333
33000533232,-32.83589
33000581880,-8.614266666666666
33000585384,24.443833333333334
33000612716,-24.160633333333337
33000612926,-28.8419
33000639022,-20.416433333333337
33000645218,-20.025133333333333
33000666125,-24.615099999999998
33000727413,20.898533333333333
33000778985,-40.9336
33000779165,-23.0337
33000865306,-15.532300000000003
33000907287,-44.9948
33000917840,8.016133333333336
34000120960,-21.685200000000002
34000173520,13.209433333333331
34000254683,-28.91436666666667
34000274875,-16.699966666666665
34000286044,22.213133333333342
34000296415,112216.58276666666
34000364299,15.057033333333331
34000385943,16.563633333333335
34000390224,-5.418800000000001
34000512162,-32.6468
34000533839,10.60126666666667
34000591068,-12.405999999999999
34000647079,-26.293899999999997
34000648540,-29.825100000000003
34000661812,-25.819000000000003
34000683339,-16.5252
34000776272,-17.195366666666665
34000785071,-14.466666666666669
34000867688,-2.999266666666669
34000868703,38.7473
34000883582,-9.602999999999998
34000893240,-10.705800000000004
34000894290,-42.946066666666674
34000933187,-34.57889333333333
34000953162,-25.7411
34000974976,-16.7734
35000094632,7.438066666666661
35000120066,-25.790533333333332
35000197805,3.317633333333333
35000352270,-18.8787
35000353377,-15.549599999999998
35000396249,-7.458466666666666
35000423213,-18.049933333333335
35000526016,-20.5077
35000537599,-16.181933333333333
35000552364,-49.429500000000004
35000565167,16.16233333333333
35000567004,-25.1074
35000611843,27.553233333333345
35000692988,-16.263999999999996
35000703295,-15.379766666666669
35000709362,-25.253700000000002
35000720111,-24.032033333333338
35000734713,-9.897233333333336
35000776336,-14.103933333333337
35000788503,-17.518633333333337
35000799647,-20.730433333333334
35000879774,-46.0594
35000885592,-14.865833333333335
35000895020,10.019200000000001
35000916543,-20.834233333333337
35000969478,-11.695233333333334
36000019580,-24.206200000000003
36000132137,-3.840833333333336
36000140368,-21.192400000000003
36000269842,-24.32086666666667
36000282730,-52.630700000000004
36000292357,-26.640600000000003
36000327301,-14.258733333333335
36000469855,21.542133333333336
36000474186,8.57106666666667
36000479589,-21.9374
36000482485,-6.532666666666664
36000641329,-5.600033333333336
36000642925,1.5500333333333316
36000696352,26.825533333333336
36000707555,1.6023999999999994
36000753350,-6.277366666666669
36000757521,14.49206666666667
36000931714,-23.39913333333334
36000959490,-25.041433333333337
36000968491,-25.3861
37000017855,-14.484633333333335
37000023199,-19.2289
37000071072,-19.7738
37000166714,-22.009600000000002
37000194465,-11.001100000000001
37000200482,-8.12916666666667
37000209246,-172049999993.00314
37000212237,-11.84826666666667
37000233944,-18.19426666666667
37000242227,-19.282433333333337
37000277267,-11.510833333333334
37000288202,-31.59393
37000310723,-19.806033333333335
37000376959,-16.619833333333336
37000457811,-15.513633333333335
37000494967,-23.32896666666667
37000589070,13.515933333333333
37000596178,-17.138600000000004
37000701273,9.729533333333336
37000712910,16.81883333333333
37000777034,-25.61505
37000825904,-6.831266666666668
37000828364,4.136133333333333
37000886278,-13.70396666666667
37000985053,-37.6366
38000027786,-19.42073333333333
38000127962,-11.453000000000003
38000170083,-25.886000000000003
38000211270,-11.209366666666666
38000230751,-16.846799999999998
38000272498,33.17893333333333
38000312236,-20.66186666666667
38000349618,-9.435766666666662
38000359764,13.795033333333336
38000359915,-11.471600000000002
38000433867,-25.8767
38000440640,-24.562233333333335
38000458457,-21.299060000000004
38000473166,-14.295600000000004
38000479981,-27.351133333333337
38000520878,-9.81043333333334
38000544743,-17.552333333333337
38000564914,-22.2915
38000613455,24.864833333333337
38000744381,-24.7277
38000782169,17.817199999999996
38000785346,-16.146100000000004
38000788208,-19.485200000000003
38000877879,-26.000199999999996
38000892630,-7.464166666666671
38000892876,-30.055700000000005
38000937516,-13.6279
39000007345,-29.133233333333337
39000049253,-28.797153333333334
39000054096,13.388433333333335
39000085573,-40.057166666666674
39000137006,23.551433333333335
39000221057,15.324533333333335
39000222162,-29.70279
39000237399,-12.974233333333334
39000274884,-8.132433333333335
39000384734,22.498933333333337
39000417499,-35.22383333333333
39000582136,-27.16376666666667
39000582419,17.19996666666667
39000646451,-24.0055
39000703073,21.81106666666667
39000715573,-23.03406
39000719892,-14.381266666666667
39000775793,-30.304400000000005
39000848818,-41.549166666666665
39000883183,20.655833333333334
39000913128,-9.842500000000001
39000913390,-5.912000000000003
39000920630,-14.550333333333334
39000921280,-12.162133333333333
39000946850,20.909033333333333
40000176694,-10.991500000000002
40000199116,-22.6535
40000214183,-16.764533333333336
40000221983,-14.354000000000003
40000289511,-27.4296
40000407590,32.91973333333333
40000445745,-9.171733333333336
40000446354,-11.650733333333335
40000555898,23.73273333333333
40000558673,16.455066666666667
40000644064,20.42673333333334
40000687290,10.45203333333333
40000697343,-20.859033333333333
40000829223,-18.2329
40000920847,-26.4692
40000930786,-1.7490333333333368
40000985677,10.033533333333331
41000056325,-18.054533333333335
41000084767,-21.404133333333334
41000131493,-51.834450000000004
41000143420,-20.7385
41000150428,-13.581133333333334
41000190889,-9.081566666666664
41000202917,10.392633333333336
41000344538,-12.503699999999998
41000349871,-15.1662
41000384252,-15.093933333333336
41000389787,-38.9537
41000404233,-35.3744
41000409137,-42.86200000000001
41000422943,2.9854999999999983
41000486954,9.145766666666665
41000529797,-36.1474
41000542550,-16.241066666666672
41000602237,17.108266666666662
41000644473,-32.90023333333333
41000685683,-7.223866666666666
41000694486,-5.792333333333332
41000712027,-12.874033333333333
41000728752,12.737833333333334
41000737484,-40.6276
41000874944,24.05943333333333
41000907064,-19.069833333333335
41000938129,-24.832
42000027032,-6.750699999999998
42000027998,10.126866666666668
42000029235,-10.389966666666666
42000041646,-17.175300000000004
42000049378,-23.1591
42000085455,27.83683333333333
42000139454,-20.477333333333334
42000152544,-18.316233333333333
42000160026,-27.418
42000180415,-28.2271
42000192457,-25.619533333333333
42000209339,-28.8515
42000273639,9.591466666666669
42000392341,-21.8454
42000392366,31.58063333333334
42000413479,-30.298299999999998
42000439318,-26.036133333333336
42000482046,-12.313566666666663
42000484508,-25.224899999999998
42000499238,2.173199999999998
42000504784,-28.255033333333333
42000651370,13.632933333333334
42000700448,-5.715166666666667
42000706715,-11.029500000000002
42000724346,-10.834
42000748116,2.7640333333333302
42000863846,10.125799999999998
42000964609,12.138966666666665
43000003106,-28.5881
43000042055,-32.67313333333333
43000144591,-2.085166666666666
43000217344,-13.79966666666667
43000231430,18.069066666666664
43000250588,-40.24080000000001
43000288361,3.273433333333333
43000363856,-18.34543333333334
43000388490,-8.817933333333336
43000400951,-20.290833333333335
43000437221,-16.1279
43000572725,-5.03456666666667
43000579830,-24.2975
43000587908,-16.78786666666667
43000596954,-21.65324
43000609527,-15.177433333333337
43000633413,-11.827433333333335
43000692628,-15.600100000000005
43000850276,-35.52720000000001
43000913414,-0.8576999999999941
43000941811,10.955266666666663
43000953539,-34.416
43000959531,-20.21456666666667
44000043764,3611670.3962333337
44000166862,21.368533333333335
44000201261,-25.5902
44000206873,-9.9146
44000240375,-36.31943333333333
44000241498,-26.931700000000003
44000277721,-11.551266666666669
44000303509,-39.37233333333334
44000412138,-20.873466666666673
44000447611,-15.819166666666668
44000517064,-13.853233333333336
44000585715,-45.474466666666665
44000611398,-13.372800000000002
44000615365,10.255933333333338
44000681288,11.945933333333334
44000721859,-29.228900000000003
44000729126,-10.982466666666665
44000804069,-16.963833333333334
44000824400,-10.591333333333335
44000892148,-7.278766666666668
44000901984,-5.242266666666666
44000993616,8.219866666666661
